Horizon,RMSE,MAE,NRMSE,Skill
h=1,8.65263022106793,4.709226192378749,1.1003020512175021,-13.159955742415127
h=6,8.9425693290723,4.936011906664463,1.1070333035187256,-3.1648479307805726
