Horizon,RMSE,MAE,NRMSE,Skill
h=1,0.7417561625314846,0.5558948405374732,0.09432459336461547,-0.21387764931125952
h=6,2.1898253967237564,1.6565784947186397,0.27108648016663356,-0.019873532617254996
