Horizon,RMSE,MAE,NRMSE,Skill
h=1,0.6453778732979831,0.5074926949290453,0.08206875593402121,-0.056155398942442813
h=6,2.415446222494152,1.8097374904822527,0.29901690585349094,-0.12495255350848233
