Horizon,RMSE,MAE,NRMSE,Skill
h=1,8.395441331248012,4.637740147680683,1.0675969134976238,-12.739068312322054
h=6,8.678438263195922,4.869997644010059,1.0743355546213866,-3.0418334276003973
