Horizon,RMSE,MAE,NRMSE,Skill
h=1,0.5926495910757749,0.46783342932664407,0.07536362285841516,0.030133986315476147
h=6,2.3173001924317407,1.7376049939297336,0.28686705049435884,-0.07924272726303494
