Horizon,RMSE,MAE,NRMSE,Skill
h=1,7.912425735553593,5.1168810574510815,1.0061747751264987,-11.948617399341156
h=6,8.15280592244202,5.335499455620657,1.0092656082549283,-2.797029201188284
