Horizon,RMSE,MAE,NRMSE,Skill
h=1,7.798767539036437,4.980007663552554,0.9917215575995311,-11.762616727715667
h=6,8.03267153555637,5.185664365718858,0.9943937339326504,-2.741078675760465
