Horizon,RMSE,MAE,NRMSE,Skill
h=1,8.654829728244676,4.710004734278978,1.1005817490892948,-13.163555217197027
h=6,8.944865770785473,4.936866504314722,1.107317588421925,-3.1659174590297043
