Horizon,RMSE,MAE,NRMSE,Skill
h=1,5.299806614284103,3.3794642857142856,0.6739439846342073,-7.673088434878197
h=6,5.322562598884828,3.4166666666666665,0.6588994549779963,-1.4788920287537999
