Horizon,RMSE,MAE,NRMSE,Skill
h=1,1.3948152826159625,0.9510416666666669,0.1773701264610895,-1.2826033432697201
h=6,3.0174582664688097,2.089389880952381,0.37354217451791205,-0.405329313630614
