Horizon,RMSE,MAE,NRMSE,Skill
h=1,9.211603368812154,5.175679530690489,1.1713832467990422,-14.074710543098124
h=6,9.532742711244607,5.418982510745373,1.1800930210197143,-3.4397110376900377
