Horizon,RMSE,MAE,NRMSE,Skill
h=1,0.6432565728386054,0.5063003944284121,0.0817990031320329,-0.05268390878815232
h=6,2.3985600136375163,1.790490874830622,0.2969265004133345,-0.11708809202908954
