Horizon,RMSE,MAE,NRMSE,Skill
h=1,0.5925610923340033,0.46773640747490286,0.07535236901483079,0.03027881375346053
h=6,2.3170653362050033,1.737511282526018,0.286837976784671,-0.07913334701291164
